,X,player.x,pos.x,age.x,tm.x,g.x,mp.x,per,tspercent,x3par,ftr,orbpercent,drbpercent,trbpercent,astpercent,stlpercent,blkpercent,tovpercent,usgpercent,ows,dws,ws,obpm,dbpm,bpm,vorp,mp.y,fg,fga,fgpercent,x3p,x3pa,x3ppercent,x2p,x2pa,x2ppercent,efgpercent,ftpercent,pts,FGM_0_5,FGA_0_5,FGP_0_5,FGM_5_9,FGA_5_9,FGP_5_9,FGM_10_14,FGA_10_14,FGP_10_14,FGM_15_19,FGA_15_19,FGP_15_19,FGM_20_24,FGA_20_24,FGP_20_24,FGM_25_29,FGA_25_29,FGP_25_29
177,177,Shane Larkin,PG,25,BOS,54,775,10.3,0.491,0.393,0.169,2.1,10.7,6.5,18.5,1.9,0.2,12.3,15.5,0.3,1.1,1.4,-2.3,0.1,-2.2,0,14.4,1.6,4.1,0.384,0.6,1.6,0.36,1,2.5,0.398,0.454,0.865,4.3,0.6,1.2,50.8,0.1,0.2,45.5,0.1,0.2,36.4,0.1,0.6,22.6,0.3,0.9,34.8,0.4,1.1,35.1
178,178,Courtney Lee,SG,32,NYK,76,2310,13,0.564,0.368,0.164,1.4,9.3,5.4,11.3,1.7,0.6,9.4,16.9,2.7,1.2,3.9,0.8,-0.7,0,1.2,30.4,4.5,9.9,0.454,1.5,3.7,0.406,3,6.3,0.482,0.529,0.919,12,1.2,1.9,62.6,0.3,0.7,40.7,0.6,1.2,47.8,0.7,1.6,44,1,2.4,39.8,0.8,2,37.5
179,179,Alex Len,C,24,PHO,69,1395,19.4,0.612,0.008,0.611,13.2,26.7,19.8,9.1,0.9,3.5,14,17,3.2,1.3,4.5,-0.3,1.1,0.8,1,20.2,3.1,5.5,0.566,0,0,0.333,3.1,5.4,0.568,0.567,0.684,8.5,2.8,4.7,60.4,0.1,0.3,36.8,0.1,0.3,50,0,0.2,18.2,0,0.1,0,0,0,50
180,180,Caris LeVert,SF,23,BRK,71,1864,14.2,0.525,0.333,0.254,3,11.9,7.4,26,2.1,0.9,15.8,22.5,0.7,1.6,2.3,-0.3,-0.2,-0.5,0.7,26.3,4.5,10.4,0.435,1.2,3.5,0.347,3.3,6.9,0.48,0.493,0.711,12.1,2.3,4.1,57.3,0.4,1.1,36.3,0.3,0.9,37.5,0.2,0.6,28.9,0.5,1.4,34,0.8,2.2,35
181,181,Damian Lillard,PG,27,POR,73,2670,25.2,0.594,0.445,0.38,2.6,10.6,6.6,30.9,1.4,0.8,11.1,30.6,9.9,2.7,12.6,7.7,-1,6.7,5.9,36.6,8.5,19.4,0.439,3.1,8.6,0.361,5.4,10.8,0.501,0.519,0.916,26.9,3.2,6,53.4,0.5,1,48.6,0.5,1.3,39.8,0.8,1.6,49.1,0.9,2.5,36.7,2.5,6.6,38.2
182,182,Shaun Livingston,PG,32,GSW,71,1129,11.6,0.533,0.015,0.178,3.4,9.2,6.5,16.8,1.5,1.5,13.6,16.6,0.9,0.9,1.8,-2.6,-0.9,-3.5,-0.4,15.9,2.4,4.8,0.501,0,0.1,0,2.4,4.8,0.509,0.501,0.82,5.5,0.9,1.3,67,0.4,0.7,50,0.9,2,44.3,0.3,0.7,38.8,0,0.1,40,0,0,0
183,183,Kevon Looney,C,21,GSW,66,910,14.8,0.588,0.026,0.399,11,15.2,13.2,6,1.8,4.9,12,12.4,1.5,1.3,2.8,-0.9,2.1,1.2,0.7,13.8,1.7,2.9,0.58,0,0.1,0.2,1.7,2.8,0.59,0.583,0.545,4,1.5,2.2,65.7,0.1,0.3,22.2,0.1,0.1,66.7,0.1,0.2,38.5,0,0.1,42.9,0,0,0
184,184,Brook Lopez,C,29,LAL,74,1735,16.5,0.557,0.41,0.199,4.6,13.4,9,11.6,0.8,4.6,10.2,23.5,1.9,1.9,3.8,0.3,0.2,0.5,1.1,23.4,5,10.7,0.465,1.5,4.4,0.345,3.5,6.3,0.549,0.536,0.703,13,1.8,2.6,70.8,0.9,2,46.6,0.5,1.2,40.7,0.2,0.5,41.2,0.5,1.1,41.5,1.1,3.3,32.2
185,185,Robin Lopez,C,29,CHI,64,1690,14.7,0.552,0.022,0.14,8.2,10.3,9.2,12.3,0.4,2.8,13.5,20.4,1.2,0.7,1.9,-1.7,-0.3,-1.9,0,26.4,5.3,10.1,0.53,0.1,0.2,0.286,5.3,9.9,0.536,0.533,0.756,11.8,3,4.5,65.7,1.3,2.6,50.3,0.3,0.7,36.4,0.5,1.3,43.8,0.2,0.8,25.9,0,0.2,27.3
186,186,Kevin Love,C,29,CLE,59,1651,22.4,0.614,0.453,0.365,7,29.8,18.6,9.8,1.3,1.2,9.6,25.1,4.7,1.6,6.4,2.7,-1.5,1.3,1.4,28,5.7,12.4,0.458,2.3,5.6,0.415,3.3,6.8,0.494,0.552,0.88,17.6,2.1,3.5,59.4,0.4,1,37.9,0.4,1.1,40.3,0.4,1,37.5,1,2.6,39.6,1.3,3.2,42.2
187,187,Kyle Lowry,PG,31,TOR,78,2510,19.5,0.598,0.631,0.276,3,16.1,9.7,30.9,1.7,0.6,14.7,21.7,7,3.1,10.2,5.4,0.5,5.9,5,32.2,5.2,12.1,0.427,3.1,7.6,0.399,2.1,4.5,0.474,0.553,0.854,16.2,1.6,2.6,60.8,0.1,0.6,19.6,0.2,0.6,35.6,0.2,0.5,37.5,0.9,2.2,41.2,2.2,5.4,39.6
188,188,Timothé Luwawu-Cabarrot,SF,22,PHI,52,807,7,0.511,0.592,0.217,1.9,7.5,4.8,9.3,0.7,0.5,11.5,17.5,0.1,0.7,0.8,-2.3,-2.4,-4.7,-0.5,15.5,1.9,5.1,0.375,1,3,0.335,0.9,2.1,0.431,0.474,0.793,5.8,0.8,1.6,50.6,0,0.2,8.3,0,0,100,0,0.1,20,0.5,1.5,31.1,0.6,1.7,34.8
189,189,Trey Lyles,PF,22,DEN,73,1391,17.9,0.591,0.396,0.26,4.5,23.5,14,10.1,1.1,2,9.1,21.1,2.7,1.2,3.9,0.6,-1.4,-0.8,0.4,19.1,3.7,7.5,0.491,1.1,3,0.381,2.6,4.5,0.563,0.566,0.706,9.9,1.8,2.9,62.8,0.3,0.7,38.5,0.3,0.6,53.7,0.1,0.3,38.9,0.6,1.3,41.2,0.6,1.7,36.9
190,190,Shelvin Mack,PG,27,ORL,69,1365,13.3,0.518,0.336,0.234,1.8,11.6,6.7,29.5,1.9,0.5,16.3,17.6,1,1,1.9,-1.2,-1.2,-2.4,-0.1,19.8,2.6,6,0.43,0.7,2,0.345,1.9,4,0.473,0.488,0.711,6.9,1.2,1.9,61.4,0.3,0.8,33.9,0.2,0.7,28.9,0.2,0.5,45.2,0.2,0.7,32.7,0.5,1.5,35
191,191,Ian Mahinmi,C,31,WAS,77,1145,12.2,0.601,0.008,0.516,13.4,17.4,15.4,6.6,1.6,3.2,24.7,15.6,0.8,1.4,2.2,-2.3,1.6,-0.7,0.4,14.9,1.8,3.2,0.556,0,0,0,1.8,3.2,0.561,0.556,0.703,4.8,1.5,2.4,59.9,0.3,0.6,48.9,0.1,0.1,40,0,0.1,0,0,0,0,0,0,0
192,192,Thon Maker,C,20,MIL,74,1238,10.2,0.499,0.329,0.294,7.1,14.2,10.6,5.2,1.5,3.7,11,14.6,0.3,1.1,1.5,-2.7,0,-2.7,-0.2,16.7,1.8,4.3,0.411,0.4,1.4,0.298,1.3,2.9,0.467,0.46,0.699,4.8,0.7,1.5,50,0.1,0.3,34.8,0.1,0.3,36.4,0.3,0.6,46.5,0.4,0.9,38.8,0.2,0.7,28
193,193,Lauri Markkanen,PF,20,CHI,68,2020,15.6,0.552,0.465,0.193,4,23.7,13.5,6.4,0.9,1.8,8.2,21.9,1.7,1.6,3.3,-0.6,-1.3,-1.9,0.1,29.7,5.5,12.7,0.434,2.1,5.9,0.362,3.4,6.8,0.497,0.518,0.843,15.2,2.4,3.8,62,0.3,0.8,32.1,0.3,0.9,34.4,0.3,1,34.8,0.8,2.1,36.6,1.5,4,36.1
194,194,Jarell Martin,PF,23,MEM,73,1661,10.5,0.516,0.198,0.234,6.6,15.8,11.1,7,1.2,2.8,13.6,17.1,0.1,1.2,1.3,-3,0,-3,-0.4,22.8,3,6.8,0.446,0.5,1.3,0.347,2.6,5.5,0.47,0.48,0.767,7.7,1.7,3.1,55.2,0.1,0.4,18.5,0.2,0.5,40.5,0.3,0.9,36.4,0.5,1.4,37.6,0.2,0.5,40
195,195,Frank Mason,PG,23,SAC,52,984,13,0.48,0.226,0.303,3.3,12.1,7.5,22.7,1.7,1,13.1,22.6,0,0.6,0.5,-2,-1.4,-3.4,-0.4,18.9,2.8,7.3,0.379,0.6,1.7,0.36,2.2,5.7,0.384,0.42,0.817,7.9,1.1,2.6,42.2,0.3,0.9,31.3,0.2,0.6,34.4,0.3,0.9,31.9,0.6,1.2,49.2,0.3,1,32
196,196,Wesley Matthews,SF,31,DAL,63,2131,11.4,0.541,0.577,0.145,1.4,9.2,5.2,12.3,1.8,0.7,10.1,17.6,1,1.6,2.6,0.2,-0.2,0.1,1.1,33.8,4.5,11.1,0.406,2.4,6.4,0.381,2.1,4.7,0.441,0.516,0.822,12.7,0.6,1.3,48.2,0.5,1,45.5,0.5,1.1,42.6,0.4,0.9,49.1,1.2,3,41,1.3,3.7,33.9
197,197,Luc Mbah a Moute,PF,31,HOU,61,1564,10.3,0.595,0.501,0.275,1.6,11.7,6.7,5,2.3,1.4,15,12.8,0.8,2.1,2.8,-1.5,1.5,0,0.8,25.6,2.7,5.7,0.481,1,2.8,0.364,1.7,2.8,0.599,0.572,0.684,7.5,1.6,2.6,62.3,0.1,0.1,66.7,0,0,0,0,0,0,0.6,1.8,35.1,0.4,1.1,36.4
198,198,Patrick McCaw,SG,22,GSW,57,961,7.4,0.477,0.356,0.151,2,7.2,4.8,10.6,2.2,0.8,14.6,12.8,-0.3,0.8,0.6,-2.9,-0.5,-3.4,-0.3,16.9,1.6,3.9,0.409,0.3,1.4,0.238,1.3,2.5,0.503,0.451,0.765,4,1,1.7,61.3,0.1,0.3,28.6,0.1,0.2,25,0.1,0.3,33.3,0.2,0.6,37.1,0.2,0.9,17.3
199,199,CJ McCollum,SG,26,POR,81,2923,17,0.536,0.316,0.166,2,9.9,6,15.8,1.3,1,8.6,26.5,3.7,2.9,6.6,1.4,-1,0.4,1.8,36.1,8.2,18.6,0.443,2.3,5.9,0.397,5.9,12.7,0.465,0.506,0.836,21.4,2.1,4.1,51.7,0.9,2.1,41,1.2,2.4,49.5,1.3,3.1,42.7,1.2,3.1,39.6,1.4,3.5,39.5
200,200,T.J. McConnell,PG,25,PHI,76,1706,12.5,0.545,0.147,0.093,2.4,11.5,7.1,24.5,2.6,0.6,20.4,13.8,1.3,2.5,3.8,-1.8,1.1,-0.7,0.5,22.4,2.8,5.5,0.499,0.4,0.8,0.435,2.4,4.7,0.51,0.531,0.795,6.3,1,1.7,59.2,0.5,1,52.8,0.6,1.3,43.4,0.3,0.7,44.9,0.2,0.5,45,0.2,0.4,44.4
201,201,Ben McLemore,SG,24,MEM,56,1091,9.7,0.526,0.426,0.172,3.5,11.4,7.4,7.5,1.8,1.3,13.2,19,-0.2,0.7,0.5,-2.1,-1.4,-3.6,-0.4,19.5,2.8,6.7,0.421,1,2.8,0.346,1.8,3.8,0.477,0.495,0.828,7.5,1.1,2,55.8,0.1,0.4,29.2,0.2,0.3,62.5,0.2,0.7,33.3,0.6,1.6,35.9,0.6,1.6,35.6
202,202,Jodie Meeks,SG,30,WAS,77,1119,12.4,0.548,0.534,0.298,1.5,11.2,6.4,9.1,1.3,0.3,7.7,19,1.3,0.8,2,-0.4,-2.5,-2.8,-0.2,14.5,2,5.1,0.399,0.9,2.7,0.343,1.1,2.4,0.464,0.491,0.863,6.3,0.6,0.8,67.2,0.2,0.4,43.3,0.1,0.5,28.6,0.2,0.6,36.6,0.3,1,27.6,0.7,1.9,37.2
203,203,Salah Mejri,C,31,DAL,61,729,17.8,0.644,0.022,0.482,12.5,25.4,18.7,7.2,1.5,8.2,19,12.8,1.3,1.3,2.7,-2.2,5.3,3.1,0.9,12,1.4,2.2,0.642,0,0,0,1.4,2.2,0.657,0.642,0.576,3.5,1.4,1.9,70.4,0.1,0.3,40,0,0,0,0,0.1,25,0,0,0,0,0.1,0
204,204,Khris Middleton,SF,26,MIL,82,2982,17.4,0.577,0.32,0.285,1.8,15,8.4,17.7,2,0.6,11.8,24.6,4.6,2.3,6.9,1.6,-1.2,0.4,1.8,36.4,7.2,15.5,0.466,1.8,5,0.359,5.5,10.5,0.517,0.524,0.884,20.1,1.5,2.8,54.8,0.7,1.4,51.7,1.4,2.6,52.1,1.6,3.3,50.2,0.8,2.1,39.1,1.1,3.3,34.8
205,205,C.J. Miles,SF,30,TOR,70,1337,13,0.545,0.758,0.162,1.5,11,6.4,6,1.4,1.3,5.7,22.3,1.4,1.5,2.9,1.7,-2.2,-0.5,0.5,19.1,3.2,8.6,0.379,2.3,6.5,0.361,0.9,2.1,0.434,0.516,0.835,10,0.6,1,61.8,0.1,0.4,21.4,0.1,0.2,40,0.1,0.3,36.8,0.9,2.4,36.5,1.5,4.1,35.7
206,206,Darius Miller,SF,27,NOP,82,1944,9.3,0.617,0.735,0.138,1,7.9,4.6,7.5,0.7,0.7,10.1,12.8,2.1,0.9,3,0.5,-1.6,-1,0.5,23.7,2.6,5.9,0.444,1.8,4.4,0.411,0.8,1.6,0.535,0.594,0.866,7.8,0.1,0.2,58.8,0,0.1,33.3,0.2,0.4,57.1,0.3,0.6,50,1,1.9,51.3,1,2.7,36.9
207,207,Patty Mills,PG,29,SAS,82,2107,11.8,0.558,0.607,0.173,1.4,6.8,4.1,16,1.3,0.4,12.6,17.8,2,2.1,4.1,0.9,-1.3,-0.4,0.9,25.7,3.4,8.3,0.411,1.9,5,0.372,1.5,3.3,0.47,0.523,0.89,10,0.6,1,57,0.1,0.2,31.6,0,0.1,36.4,0.5,1.1,42.5,1.1,2.5,44,1.1,3.2,34.2
208,208,Paul Millsap,PF,32,DEN,38,1143,17,0.549,0.26,0.37,6.4,17.6,12.1,13.9,1.7,3.2,12.6,22,1.4,1.1,2.5,0.1,0.7,0.8,0.8,30.1,5.3,11.4,0.464,1,3,0.345,4.3,8.5,0.506,0.509,0.696,14.6,2.2,3.7,59.3,1.1,2.3,47.7,0.8,1.7,43.9,0.2,0.6,33.3,0.4,1.4,30.9,0.6,1.6,38.3
209,209,Donovan Mitchell,SG,21,UTA,79,2638,16.7,0.541,0.404,0.218,2.3,10.4,6.4,19.4,2.2,0.9,12.6,29.1,1.4,3.8,5.2,1.3,-0.2,1.1,2.1,33.4,7.5,17.2,0.437,2.4,7,0.34,5.2,10.3,0.502,0.506,0.805,20.5,3.2,5.5,58.7,0.6,1.5,40,0.5,1.4,38.2,0.6,1.3,42.7,1,2.6,37.9,1.6,4.7,33.8
210,210,Malik Monk,SG,19,CHO,63,854,10.3,0.477,0.572,0.089,1,7.5,4.2,16.9,1.1,0.9,10,24.9,-0.5,0.5,0,-1,-3.4,-4.5,-0.5,13.6,2.4,6.7,0.36,1.3,3.9,0.342,1.1,2.9,0.385,0.458,0.842,6.7,0.5,0.9,58.9,0.1,0.4,26.1,0.2,0.5,31,0.2,0.7,24.4,0.7,1.9,38.6,0.9,2.6,33.3
211,211,E'Twaun Moore,SG,28,NOP,82,2586,12.1,0.593,0.362,0.082,2.5,7.3,5,10.1,1.5,0.4,10.6,16.1,2.8,1.6,4.4,0.6,-0.8,-0.2,1.2,31.5,5.2,10.1,0.508,1.6,3.7,0.425,3.6,6.5,0.556,0.585,0.706,12.5,1.8,2.9,63.4,1,1.8,56.8,0.4,0.8,42.6,0.2,0.6,37,1.2,2.5,47.8,0.5,1.5,35.7
212,212,Eric Moreland,PF,26,DET,67,805,13.9,0.531,0,0.238,10.9,27.6,19.1,13.3,1.9,5.6,23.8,9.7,0.7,1.6,2.3,-3.1,5.8,2.6,0.9,12,1,1.8,0.541,0,0,0,1,1.8,0.541,0.541,0.379,2.1,0.8,1.3,61.6,0.1,0.3,40.9,0.1,0.2,36.4,0,0,0,0,0,0,0,0,0
213,213,Marcus Morris,PF,28,BOS,54,1447,14.5,0.541,0.383,0.252,3.3,18.4,10.9,8.1,1.2,0.7,8.7,23,1.1,2.2,3.2,-1.1,-0.6,-1.7,0.1,26.8,4.9,11.3,0.429,1.6,4.3,0.368,3.3,7,0.467,0.499,0.805,13.6,1.2,2.1,57.1,0.4,0.9,39.2,0.6,1.6,41.2,0.8,1.8,44.8,0.9,1.9,44.2,1,2.8,35.3
214,214,Markieff Morris,PF,28,WAS,73,1968,13.2,0.566,0.301,0.186,4.3,19.2,11.8,11,1.4,1.7,14.6,19.5,1.2,2.1,3.3,-1,0.5,-0.5,0.7,27,4.5,9.4,0.48,1,2.8,0.367,3.5,6.6,0.529,0.536,0.82,11.5,1.5,2.3,65.9,0.5,1,48.6,0.9,1.8,50.8,0.5,1.3,40.8,0.5,1.3,36.8,0.6,1.6,37
215,215,Timofey Mozgov,C,31,BRK,31,359,12.3,0.617,0.194,0.323,9.4,19.7,14.5,4.8,0.7,2.7,23.7,16.8,0.1,0.3,0.4,-3.8,-0.3,-4.1,-0.2,11.6,1.7,3,0.559,0.1,0.6,0.222,1.5,2.4,0.64,0.581,0.767,4.2,1.4,2,68.3,0.1,0.2,60,0,0.1,25,0,0,0,0.2,0.5,29.4,0,0.1,0
216,216,Dejounte Murray,PG,21,SAS,81,1743,15.1,0.485,0.056,0.243,7,22.4,14.6,20.2,2.8,1.5,16.6,20.7,-0.2,3.4,3.2,-2.2,3.4,1.2,1.4,21.5,3.3,7.5,0.443,0.1,0.4,0.265,3.2,7.1,0.454,0.451,0.709,8.1,1.9,3.6,53.8,0.5,1.3,41,0.5,1.4,33.6,0.4,1,36.8,0.1,0.4,29,0,0.1,22.2
217,217,Jamal Murray,PG,20,DEN,81,2565,16.1,0.576,0.411,0.238,3.6,9.4,6.5,16.4,1.5,0.9,12.8,22.8,4.3,1.2,5.5,1.8,-2,-0.2,1.2,31.7,5.9,13.1,0.451,2,5.4,0.378,3.9,7.7,0.502,0.529,0.905,16.7,2,3.5,57.5,0.5,1.1,44.9,0.6,1.3,48.1,0.6,1.4,41.6,1,2.6,38.8,1.2,3,38.4
218,218,Mike Muscala,C,26,ATL,53,1060,14.4,0.597,0.535,0.199,5.9,18.3,12.1,7.3,1.4,2.2,11,15.7,1.5,0.9,2.4,0,0.2,0.2,0.6,20,2.7,5.9,0.458,1.2,3.2,0.371,1.5,2.7,0.559,0.558,0.919,7.6,1.1,1.5,69.1,0.1,0.4,25,0.2,0.5,42.9,0.1,0.3,46.2,0.7,1.5,48.1,0.5,1.7,28.6
219,219,Abdel Nader,SF,24,BOS,48,522,5.1,0.439,0.436,0.262,2.8,12,7.4,7.1,1.4,1.6,17,17.1,-0.9,0.8,-0.1,-5.9,0.3,-5.6,-0.5,10.9,1,3.1,0.336,0.5,1.4,0.354,0.6,1.8,0.321,0.413,0.59,3,0.4,1.1,40.4,0.1,0.5,20,0,0.1,20,0,0.1,0,0.3,0.7,38.7,0.3,0.8,32.4
220,220,Shabazz Napier,PG,26,POR,74,1535,14.2,0.544,0.411,0.26,1.9,10.1,6,14.6,2.6,0.7,13.2,19.5,1.2,2,3.2,-0.2,0.3,0.2,0.8,20.7,3,7.2,0.42,1.1,2.9,0.376,1.9,4.2,0.45,0.497,0.841,8.7,0.8,1.6,50,0.1,0.3,24,0.2,0.5,39.5,0.5,1.1,47.1,0.7,1.9,39,0.7,1.7,38.7
221,221,Raul Neto,PG,25,UTA,41,498,11.9,0.55,0.311,0.232,1.6,9.5,5.6,23,1.3,0.7,17.8,18.3,0.3,0.6,0.9,-2.1,-1.1,-3.2,-0.1,12.1,1.7,3.7,0.457,0.5,1.1,0.404,1.2,2.5,0.481,0.52,0.743,4.5,0.9,1.5,58.7,0.1,0.4,37.5,0.1,0.4,26.7,0.1,0.2,33.3,0.4,0.8,48.5,0.1,0.3,28.6
222,222,Nerlens Noel,C,23,DAL,30,472,16.2,0.558,0.01,0.267,10.9,29.3,19.8,6.3,3.3,4.1,18.1,13.8,0.4,1,1.3,-3.5,4.5,1,0.4,15.7,1.8,3.5,0.524,0,0,0,1.8,3.5,0.529,0.524,0.75,4.4,1.4,2.6,55.4,0.3,0.4,81.8,0.2,0.5,35.7,0,0.2,0,0,0,0,0,0,0
223,223,Dirk Nowitzki,C,39,DAL,77,1900,16.7,0.575,0.445,0.142,1.2,25.2,12.8,10.4,1.1,2.1,6,20.5,2.6,2.2,4.8,0.1,0.3,0.3,1.1,24.7,4.5,9.8,0.456,1.8,4.4,0.409,2.7,5.5,0.494,0.547,0.898,12,0.4,0.5,72.5,0.1,0.2,42.9,0.8,1.7,48.4,1.1,2.2,48,1,2.2,46.7,1.1,3,37.1
224,224,Frank Ntilikina,PG,19,NYK,78,1706,7,0.437,0.314,0.136,2.4,9.1,5.8,20,1.9,0.9,19.8,16.9,-2,1.1,-0.9,-3.5,-0.5,-3.9,-0.8,21.9,2.3,6.4,0.364,0.6,2,0.318,1.7,4.4,0.385,0.414,0.721,5.9,0.7,1.4,52.8,0.1,0.3,24,0.2,0.7,32.1,0.3,1.1,28.6,0.6,1.6,36,0.4,1.2,34.4
225,225,Jusuf Nurkic,C,23,POR,79,2088,19.2,0.528,0.007,0.287,10,26.9,18.5,11.7,1.5,4.3,14.6,26.4,0.8,3.9,4.7,-2.6,2.8,0.3,1.2,26.4,6.1,12,0.505,0,0.1,0,6.1,11.9,0.508,0.505,0.63,14.3,4.3,7.3,58.6,0.7,1.9,38.2,0.4,1,39.7,0.3,0.8,33.9,0.4,0.9,41.1,0,0.1,0
226,226,David Nwaba,SG,25,CHI,70,1646,12.2,0.542,0.123,0.48,5.6,16,10.6,9.4,1.7,1.6,13.1,15.6,1.1,1.4,2.4,-2.5,0.9,-1.7,0.1,23.5,2.9,6,0.478,0.3,0.7,0.346,2.6,5.3,0.496,0.499,0.655,7.9,2.2,3.9,55.7,0.4,1.1,32.9,0.1,0.3,27.8,0,0,0,0.2,0.5,35.1,0.1,0.2,40
227,227,Johnny O'Bryant,PF,24,CHO,36,379,11.9,0.47,0.251,0.146,8.1,18.6,13.3,5.9,1.2,1.3,7.6,22.5,-0.1,0.4,0.3,-3.2,-2,-5.3,-0.3,10.5,1.9,4.8,0.398,0.4,1.2,0.326,1.5,3.6,0.422,0.439,0.84,4.8,0.7,1.2,58.1,0.1,0.6,23.8,0.4,1.1,37.8,0.2,0.7,33.3,0.1,0.4,23.1,0.4,0.9,41.9
228,228,Royce O'Neale,SF,24,UTA,69,1150,10.8,0.54,0.415,0.268,2.5,20.6,11.7,12,1.6,1.2,14.8,14.6,0.5,1.8,2.4,-2.4,1.7,-0.6,0.4,16.7,1.7,4.1,0.423,0.6,1.7,0.356,1.1,2.4,0.47,0.496,0.803,5,0.8,1.6,50.9,0.1,0.4,34.6,0.1,0.3,47.6,0,0.1,42.9,0.4,1.1,36.6,0.2,0.7,34.8
229,229,Kyle O'Quinn,C,27,NYK,77,1387,20,0.625,0.044,0.331,9.7,27.8,18.8,16.8,1.3,6.1,18.5,17,2.7,2.1,4.8,0.3,4.3,4.5,2.3,18,2.9,5,0.583,0.1,0.2,0.235,2.9,4.8,0.599,0.589,0.772,7.1,1.9,2.8,66.1,0.3,0.5,63.2,0.2,0.5,48.6,0.3,0.6,49,0.2,0.4,40.6,0,0.1,12.5
230,230,Semi Ojeleye,PF,23,BOS,73,1150,4.6,0.473,0.665,0.218,3.6,11.6,7.7,2.4,0.9,0.3,10.8,9,-0.2,1.3,1.2,-3.6,0.1,-3.5,-0.4,15.8,0.9,2.6,0.346,0.5,1.7,0.32,0.3,0.9,0.397,0.452,0.61,2.7,0.3,0.6,47.6,0,0.1,12.5,0,0.1,50,0,0.1,25,0.4,1.1,36.3,0.2,0.6,23.9
231,231,Victor Oladipo,SG,25,IND,75,2552,23.1,0.577,0.323,0.274,2.1,15.1,8.6,21.2,3.5,2,12.7,30.1,4.3,4,8.2,3.6,1.3,4.9,4.5,34,8.5,17.9,0.477,2.1,5.8,0.371,6.4,12.1,0.528,0.537,0.799,23.1,3.5,5.3,65.6,0.3,0.9,34.8,0.6,1.3,50,1.5,3.4,42.4,1,2.3,43.4,1.6,4.6,35.6
232,232,Kelly Olynyk,PF,26,MIA,76,1779,17.8,0.612,0.44,0.274,5.6,21.6,13.6,18.7,1.7,1.7,17.1,21.7,2.8,2.7,5.5,1.6,1.3,2.9,2.2,23.4,4.2,8.4,0.497,1.4,3.7,0.379,2.8,4.7,0.59,0.58,0.77,11.5,2.1,2.8,73.4,0.3,0.6,39.6,0.2,0.4,38.2,0.2,0.5,35.1,0.6,1.6,39.5,0.9,2.4,36.6
233,233,Cedi Osman,SF,22,CLE,61,672,11,0.577,0.468,0.247,3.2,16.6,10,8.7,1.6,0.4,13.4,15.7,0.5,0.4,0.9,-1.4,-1.5,-2.9,-0.2,11,1.5,3,0.484,0.5,1.4,0.368,1,1.6,0.586,0.57,0.565,3.9,0.7,1,66.1,0.1,0.2,77.8,0.1,0.1,57.1,0.2,0.4,47.4,0.4,1.1,34.5,0.2,0.6,38.2
234,234,Kelly Oubre,SF,22,WAS,81,2231,11.9,0.534,0.467,0.295,3,15.4,9.2,6.4,1.8,1.4,9.2,19.4,1.4,2.3,3.7,-0.8,-0.4,-1.2,0.4,27.5,3.9,9.8,0.403,1.6,4.6,0.341,2.4,5.2,0.456,0.482,0.82,11.8,1.8,3,58.3,0.2,0.8,29.5,0.1,0.5,28.6,0.2,0.7,24.6,0.6,1.8,31.1,1,2.8,35.2
235,235,Zaza Pachulia,C,33,GSW,69,972,17,0.612,0.004,0.352,11,25,18.5,15.2,1.9,1.4,19.1,17,1.8,1.4,3.3,-0.5,1.3,0.8,0.7,14.1,2.2,3.8,0.564,0,0,0,2.2,3.8,0.567,0.564,0.806,5.4,1.7,2.7,62.4,0.2,0.4,42.9,0.2,0.3,55,0.1,0.4,37,0,0,0,0,0,0
